text,newId,message_id,label,catCode,plaintext,lang,__index_level_0__,label_llama
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""What service does Greg Abbott think he's providing to the state of Texas by shipping migrants to Massachusetts?""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [3]. <|eot_id|>",1.61E+18,1.61E+18,neutral,3,What service does Greg Abbott think he's providing to the state of Texas by shipping migrants to Massachusetts?,en,1367,neutral
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Because thou hast made the Lord, which is my refuge, even the most High, thy habitation; there shall no evil befall thee, neither shall any plague come nigh thy dwelling. Psalm 91:9–10 KJV Samantha  GOD IS YOUR REFUGE FROM EVIL https://t.co/73oz60qXW4""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.60E+18,1.60E+18,unrelated,4,"Because thou hast made the Lord, which is my refuge, even the most High, thy habitation; there shall no evil befall thee, neither shall any plague come nigh thy dwelling. Psalm 91:9–10 KJV Samantha  GOD IS YOUR REFUGE FROM EVIL https://t.co/73oz60qXW4",en,287,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Clandestine courage of the common soul  to rally past obstacles of contempt  hurled at our faces helps us play the role  of superhero which makes us exempt  from suffering pain of the marginalized  who wear heart-shielding mask of the despised.""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.58E+18,1.58E+18,unrelated,4,Clandestine courage of the common soul  to rally past obstacles of contempt  hurled at our faces helps us play the role  of superhero which makes us exempt  from suffering pain of the marginalized  who wear heart-shielding mask of the despised.,en,105,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@nomadbirder @ja_tobias @Alexander_Lees Would the tree line/habitat also play a part then or is that over complicating? Ground dwellers/nesters at altitude likely to have longer wings in comparison to their tree living/nesting neighbours? Are arboreal species more likely to be migrants?""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.55E+18,1.55E+18,unrelated,4,@nomadbirder @ja_tobias @Alexander_Lees Would the tree line/habitat also play a part then or is that over complicating? Ground dwellers/nesters at altitude likely to have longer wings in comparison to their tree living/nesting neighbours? Are arboreal species more likely to be migrants?,en,933,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""“Turkey is a laboratory of migration and displacement.  Some fantastic figures being shared about the scale of the crisis but also initiatives being shared. Some good examples being shared of multi stakeholder partnerships” by Mr Ibrahim Kavlak @sgdd_asam  #Dialogue4Inclusion https://t.co/6qkemQPML5""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [1]. <|eot_id|>",1.59E+18,1.59E+18,pro-immigration,1,“Turkey is a laboratory of migration and displacement.  Some fantastic figures being shared about the scale of the crisis but also initiatives being shared. Some good examples being shared of multi stakeholder partnerships” by Mr Ibrahim Kavlak @sgdd_asam  #Dialogue4Inclusion https://t.co/6qkemQPML5,en,1456,pro-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@JustinTrudeau Hi I needed your help asap  I'm immigrant man I have been here🇫🇮 about 8 years just trying for living as how everyone but this country is very racist with me they're not letting me to live and they are not letting me to leave to see my life in different country help me🇨🇦""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.60E+18,1.60E+18,unrelated,4,@JustinTrudeau Hi I needed your help asap  I'm immigrant man I have been here🇫🇮 about 8 years just trying for living as how everyone but this country is very racist with me they're not letting me to live and they are not letting me to leave to see my life in different country help me🇨🇦,en,365,pro-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@martinnewell It’s not hard to see how the settings were different in November to February. Or how the Nov transition was different: transition from MIQ to home based self-isolation vs   bringing forward dropping of all border controls.""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.52E+18,1.52E+18,unrelated,4,@martinnewell It’s not hard to see how the settings were different in November to February. Or how the Nov transition was different: transition from MIQ to home based self-isolation vs   bringing forward dropping of all border controls.,en,32,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""- Cornelius Bußlied - Walton Chichester Service - Vaughan Williams Lord thou hast been our refuge @ClareCollege Choral Evensong, tonight, 6pm, preceded by a piano recital at 5.25pm given by Victor Wang. All welcome, in person or online at https://t.co/oAYA55Bs9V https://t.co/9UeXeBUM8q""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.53E+18,1.53E+18,unrelated,4,"- Cornelius Bußlied - Walton Chichester Service - Vaughan Williams Lord thou hast been our refuge @ClareCollege Choral Evensong, tonight, 6pm, preceded by a piano recital at 5.25pm given by Victor Wang. All welcome, in person or online at https://t.co/oAYA55Bs9V https://t.co/9UeXeBUM8q",en,1407,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""You are my beginning and my end... Thank you for making my days so special. Good morning my love, have a beautiful day, take care of yourself, ok? 이민호...사랑해❤❤ @ActorLeeMinHo https://t.co/lCNAT5E5Cu""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.49E+18,1.49E+18,unrelated,4,"You are my beginning and my end... Thank you for making my days so special. Good morning my love, have a beautiful day, take care of yourself, ok? 이민호...사랑해❤❤ @ActorLeeMinHo https://t.co/lCNAT5E5Cu",en,343,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Who knows anybody that works with the #NigerianImmigration in Jos.  Please mention.""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.54E+18,1.54E+18,unrelated,4,Who knows anybody that works with the #NigerianImmigration in Jos.  Please mention.,en,305,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Hard pass.  #FireElon #TwitterMigration https://t.co/FlsG7lbIEx""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.61E+18,1.61E+18,unrelated,4,Hard pass.  #FireElon #TwitterMigration https://t.co/FlsG7lbIEx,en,145,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@cee2thef @alisoukarieh @Jerje00 @homedad4 You should check how many foreigners die in Lebanon in construction sites due to poor safety standards. Just because numbers are not reported doesn’t mean they are not there and shocking.  We are among the most racist countries. So people who live in glass houses…..""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [1]. <|eot_id|>",1.59E+18,1.59E+18,pro-immigration,1,@cee2thef @alisoukarieh @Jerje00 @homedad4 You should check how many foreigners die in Lebanon in construction sites due to poor safety standards. Just because numbers are not reported doesn’t mean they are not there and shocking.  We are among the most racist countries. So people who live in glass houses…..,en,298,unrelated
